9.92,95.7,20.3
6.88,104.55,91.67
9.32,115.82,67.27
9.18,111.8,25.95
21.07,99.23,33.04
16.32,103.38,23.19
20.54,100.62,19.13
15.51,104.44,10.14
9.21,91.87,97.34
27.39,118.77,78.31
19.96,86.08,3.01
7.44,92.46,25.93
8.66,96.65,65.52
4.15,117.65,39.82
18.31,107.28,11.49
11.99,110.56,21.39
4.64,117.41,24.03
6.86,105.85,48.28
12.32,85.37,75.75
4.2,118.83,50.51
28.24,107.74,46.86
22.48,106.1,57.1
11.11,106.85,82.91
3.34,119.62,16.74
13.32,88.72,80.18
22.05,92.18,40.64
26.08,117.59,88.01
17.17,109.25,7.07
29.31,92.67,10.97
22.83,96.3,21.84
17.86,110.76,49.06
7.8,118.24,52.26
22.82,106.43,81.89
28.78,93.46,39.04
8.29,107.08,54.23
17.6,91.16,37.61
13.82,109.55,33.85
16.69,100.1,98.42
28.21,89.66,87.51
19.32,118.92,34.95
9.2,110.47,4.61
27.86,97.91,30.62
13.9,109.45,61.96
11.34,108.36,97.12
21.03,90.69,80.05
12.39,95.09,67.29
17.33,99.25,87.69
20.57,88.97,58.9
3.79,104.19,32.81
28.82,89.73,62.67
29.57,103.46,58.9
3.62,96.69,84.33
22.52,116.45,82.75
22.74,95.42,89.61
18.5,86.16,59.15
13.7,95.47,6.37
8.52,97.14,77.77
29.2,110.46,36.88
28.21,99.68,50.3
18.68,111.93,61.99
12.43,91.26,37.16
25.55,97.14,88.5
4.37,113.41,63.68
17.7,103.12,83.74
9.68,108.48,74.94
11.47,87.3,35.25
21.43,115.39,88.92
17.66,91.91,2.45
8.6,99.63,10.44
5.74,106.72,81.73
12.26,97.62,24.94
17.72,114.44,23.21
14.56,114.06,98.33
24.61,89.78,60.59
17.93,97.17,26.07
12.39,113.62,24.82
9.49,104.91,0.59
15.32,104.57,1.87
3.8,88.7,79.16
27.6,109.64,21.52
16.27,87.55,31.2
14.37,103.33,94.39
11.58,98.6,38.04
9.46,85.04,49.91
15.45,85.91,38.72
21.36,93.86,4.17
18.15,118.69,50.27
15.44,93.28,97.21
18.18,101.48,66
3.88,90.07,33.68
6.62,96.77,91.01
17.36,115.72,32.37
28.63,112.21,19.31
21.17,97.62,61.89
7.86,112.29,36.08
27.63,112.57,15.63
29.4,95.17,79.99
9.29,109.88,71.9
29.3,106,38.42
7.11,98.52,64.1
6.35,102.44,43.31
3.23,107.07,34.03
13.82,105.41,1.49
4.7,105.92,24.61
20.45,96.59,56.95
16.47,107.55,7.13
15.2,94.55,40.25
13.87,114.23,4.05
4.6,114.77,63.59
16.34,92.83,84.35
23.66,106.9,99.85
6.23,93.31,2.7
8.61,110.83,87.6
18.14,119.81,47.41
16.6,111.25,55.33
10.62,107.67,39.4
18.9,114.85,69.3
8.96,92.24,18.41
22.77,116.73,53.85
10.69,97.87,7.63
18.73,115.64,9.9
20.48,93.22,7.24
11.11,93.31,58.14
18.5,113.72,8.2
19.69,112.38,35.67
7.71,103.9,92.79
18.53,107.39,35.2
26.79,105.27,55.8
21.68,87.77,42.88
8.83,102.92,55.85
26.35,101.02,21.63
11.96,89.66,12.41
3.05,114.49,91.99
19.64,111.89,9.16
3.95,104.14,12
14.76,112.73,4.48
28.77,99.42,38.27
25.66,87.4,98.26
22.93,108.85,40.78
6.52,95.08,67.64
14.55,105.2,71.12
15.05,107.52,57.08
29.95,96.17,76.39
4.01,104.46,48.33
7.7,91.62,63.41
6.53,112.56,97.57
27.95,116.49,61.85
18.64,113.66,67.82
13.26,96.3,84.72
23.71,119.59,3.7
12.05,99.45,92.57
25.27,98.3,95.02
13.82,108.92,21.8
29.36,97.85,20.85
28.53,98.42,57.81
15.92,87.13,48.5
27.57,103.6,88.99
20.59,88.92,70.21
25.44,87.75,1.18
19.43,117.01,98.36
22.04,101.86,39.17
27,87.89,2.86
22.46,108.74,33.55
14.14,102.83,59.24
4.5,116.05,46.9
21.74,101.68,72.55
21.12,90.32,4.51
9.51,105.13,1.95
3.48,89.47,49.02
12.99,116.35,64.04
3.51,119.38,19.9
21.08,118.59,79.23
7.89,116.37,82.29
13.87,93.94,57.92
28.16,89.49,12.42
19.05,94.6,55.53
15.3,95.45,97.35
7.25,117.16,88.75
21.34,104.98,65.46
9.72,107.52,81.39
28.62,113.38,12.78
5.25,87.96,55.87
22.49,85.65,67.34
15.24,88.25,23.02
29.79,98.13,1.4
12.81,116.66,9.65
17.54,97.73,8.13
22.44,111.64,69.37
6.64,93.73,31.32
29.68,116.93,37.54
5.93,105.21,56.48
18.49,106.13,49.37
6.51,98.37,43.59
8.1,103.27,75.87
6.52,88.13,55.6
18.75,108.8,21.8
14.54,115.72,33.11
15.5,86.33,59.27
18.95,114.82,98.77
20.55,98.63,66.77
4.4,117.78,2.63
8.76,119.9,68.58
13.03,95.05,45.69
11.92,112.4,66.43
22.05,119.25,87.26
20.19,102.57,48.92
15.21,97.45,19.4
13.72,98.06,8.16
8.69,115.78,15.29
9.85,119.91,52.51
18.13,96.97,31.61
29.64,101.15,45.08
14.96,106.14,54.52
27.74,99.61,75.38
21.18,90.41,34.22
10.56,107.03,45.69
14.81,96.69,72.54
27.22,91.78,58.48
20.16,87.27,1.7
18.41,89.32,20.63
10.61,93,88
20.62,92.2,76.38
10.31,106.95,87.44
5.21,106.63,28.39
20.65,112.18,70.33
17.09,104.57,98.06
8.76,101.01,14.67
13.58,85.88,30.01
13.9,99.02,77.67
11.12,88.32,4.41
9.65,115.44,8.01
16.18,119.34,26.61
13.24,110.59,71.6
17.61,91.21,14.77
29.76,99.16,44.14
17.87,117.96,91.31
25.99,103.1,66.74
23.46,89.94,28.96
15.66,91.08,99.08
20.32,119.85,84.94
22.16,110.91,14.63
23.17,97.48,37.98
17.13,115.42,22.77
19.42,99.47,84.62
4.62,96.55,54.2
10.99,106.35,87.84
27.03,103.13,84.02
4.24,114.03,69.39
29.46,115.49,98.24
26.63,103.23,38.26
7.65,103.81,57.76
26.82,87.04,13.07
3.04,97.14,51.14
7.43,116.49,50.22
26.95,106.66,21.8
10.28,89.35,51.69
25.33,95.48,45.09
22.51,114.53,73.96
5.79,90.2,54.66
6.87,107.9,49.25
10.64,95.83,99.41
12.15,110.13,73.62
3.98,98.82,10.66
28.39,103.86,50.67
3.37,115.99,41.9
8.67,86.81,46.56
27.62,108.89,64.84
14.51,112.58,90
8.72,102.42,37.15
8.96,102.18,62.04
14.3,101.33,14.57
13.07,92.47,53.78
20.87,117.32,87.53
24.6,86.9,79.56
8.44,110.91,66.36
4.13,86.33,1.09
21.43,107.61,63.75
10.83,92.16,40.85
14.31,89.76,83.42
29.38,93.28,12.87
14.68,92.07,15.77
28.87,94.59,11.09
25.17,115.39,1.17
29.26,89.43,83.55
9.88,87.22,96.07
6.65,110.23,65.75
7.87,114.06,52.91
4.62,101.16,11.69
29.85,97.87,64.5
22.12,97.09,49.75
3.27,98.81,28.05
15.43,119.26,32.73
28.38,95.86,14.2
15.49,100.92,5.44
21.71,93.61,28.59
24.19,94.03,68.59
4.86,97.12,95.04
18.91,100.6,87.56
11.4,98.46,80.03
6.55,112.19,98.66
21.72,103.89,82.18
29.25,101.05,10.59
8.2,118.39,9.79
13.07,92.21,71.33
7.32,107.45,50.35
10.01,86.49,14.87
21.62,92.22,87.02
24.58,118.23,73.77
8.43,92.93,30
23.13,109.82,79.99
19.93,113.11,69.47
22.03,98.9,33.17
18.43,106.41,89.75
20.54,91.1,4.72
3.88,102.1,96.68
29.68,98.99,43.42
17.57,111.79,8.51
20.66,106.3,46.48
9.91,93.42,83.66
4.59,91.21,30.16
16.46,116.21,77.21
19.61,100.84,34.3
12.77,103.94,96.41
3.64,102.64,48.54
17.64,113.61,76.22
26.17,88.52,62.02
13.91,92.99,6.42
24.42,109.28,80.5
9.93,118.39,70.9
18.07,87.84,91.64
7.41,101.26,9.13
4.21,110.59,39.16
15.67,117.19,1.89
24.82,85.8,35.57
9.18,101.86,40.32
20.68,117.92,85.74
14.28,112.84,54.54
9.34,106.43,68.16
20.3,104.12,55.56
24.27,114.63,31.04
4.62,86.01,69.06
11.85,108.81,85.43
18.41,113.57,67.13
10.54,110.66,98.29
14.89,96.66,78.04
9.75,107.09,59.14
14.1,95.35,45.77
15.32,112.41,10.61
19.35,89.66,98.29
6.06,85.04,83.03
20.62,111.67,42.79
22.93,108.81,38.78
8.67,101.99,52.78
17.8,88.48,77.21
6.64,92.92,93.91
8.29,114.81,38.51
23.43,108.76,65.6
25.41,94.68,69.04
10.1,86.33,19.56
4.53,114.64,51.68
9.99,114.57,78.09
24.8,107.15,48.23
5.46,113.21,37.67
7.38,108.29,85.12
24.6,96.67,48.87
3.11,101.44,16
18.27,113.74,98.54
7.72,118.71,63.1
20.46,94.07,10.91
9.82,100.89,99.41
23.95,111.95,10.89
27.97,103.14,36.73
10.17,105.14,19.6
20.69,99.87,81.39
6.73,95.77,59.17
7.1,89.84,70.06
8.11,115.35,85.63
27.62,86.63,61.37
27.93,90.35,30.62
16.99,104.68,6.01
27.06,98.74,0.14
24.7,109.28,5.06
11.22,108.83,50.34
3.81,113.53,59.55
24.69,94.88,97.97
17.99,119.13,87.54
18.75,91.25,29.23
12.64,117.72,6.25
18.33,116.24,43.05
20.12,89.91,86.66
4.79,92.31,85.68
22.52,105.39,35.24
24.35,103.38,96.81
25.54,102.79,80.31
24.62,91.01,25.9
17.94,108.3,76.12
19.67,96.93,57.12
14.24,106.86,30.59
5.04,97.74,53.99
13.25,112.38,75.86
16.86,96.63,28.44
15.25,101.09,67.51
9,113.65,52.73
10.09,100.67,76.13
15.6,104.66,81.33
12.09,107.49,31.48
14.92,93.2,39.36
18.61,107.96,79.76
21.35,87.53,13.57
28.03,100.23,76.38
18.14,118.24,13.22
4.59,88.74,61.51
22.86,96.4,97.77
26.45,100.25,64.63
20.36,107.12,96.85
14.69,113.08,83.19
28.55,105.74,86.48
4.7,107.47,47.4
18.13,85.63,29.57
24.71,95.22,86.1
9.14,119.77,9.1
24.69,98.03,56.53
19.21,99.98,12.41
13.75,96.94,97.61
6.71,115.14,62.91
5.01,96.77,92.23
18.53,87.49,71.99
14.96,91.34,58.43
29.53,91.63,92.55
18.23,109.94,51.83
7.38,116.74,56.12
14.14,89.1,23.96
4.27,111.8,54.57
12.62,100.87,82.47
11.15,88.29,8.27
14.71,94.04,33.17
15.38,114.22,59.13
11.57,107.35,51.94
18.43,98.23,32.82
11.85,88.81,96.27
8.09,88.05,40.12
16.03,107.15,55.58
14.09,92.12,87.01
7.35,90.13,16.18
21.95,98.23,71.72
7.05,114.53,68.11
17.08,86.35,81.64
29.37,114.11,99.73
13.18,100.19,57.69
28.84,85.09,80.63
7.6,109.96,64.18
19.78,107.71,74.19
24.1,111.61,77.52
12.98,89.77,13.17
17.12,112.36,85.02
17.08,105.31,28.89
15.02,90.25,48.42
22.98,85.43,78.76
23.39,89.83,31.32
17.21,106.44,55.48
7.59,88.14,9.1
10.63,94.3,69.82
7.34,92.55,60.73
19.52,93.04,35.96
24.74,112.44,53.92
24.81,86.54,5.85
27.05,86.36,47.84
5.83,88.71,82.73
26.31,116.67,8.32
19.38,113.71,37.23
11.28,101.48,58.1
22.9,101.58,64.34
15.7,115.17,22.79
27.45,113.44,22.77
13.54,88.41,45.13
29.97,112.49,42.11
16.94,87.28,20.57
26.08,116.21,55.18
29.66,86.83,42.29
17.55,109.14,70.49
21.98,108.68,24.79
9.06,104.57,92.68
25.93,100.65,48.77
21.57,102.64,53.65
25.62,95.81,29.49
19.17,86.61,46.13
18.78,118.79,15.97
12.75,118.9,21.07
20,108.33,99.25
19.98,114.92,66.28
26.02,119.56,74.28
10.16,111.44,59.89
24.28,85.53,23.98
3.28,89.07,76.53
27.39,100.94,42.93
19.02,113.34,78.11
24.1,94.07,54.13
3.71,113.72,18.48
6.69,100.28,93.89
23.37,101.53,81.84
16.23,116.42,60.18
10.31,104.89,24.07
9.63,103.85,77.54
27.28,96.67,69.07
13.67,92.2,78.37
16.64,115.11,49.49
26.13,119.92,69.93
23.07,113.16,50.3
15.34,110.34,42.45
19.59,102.5,94.83
12.16,100.66,37.33
16.12,96.18,78.98
23.33,112.53,71.77
5.94,118.97,9.22
18.04,100.7,5.9
8.61,89.03,2.21
15,86.65,19.11
24.46,116.44,22.77
28.41,96.22,48.37
25.92,112.62,12.68
26.87,94.92,80.47
13.12,85.8,28.3
3.67,99.12,1.07
7.15,92.61,14.91
21.83,119.51,42.98
29.38,108.08,52.94
19.43,92.5,68.05
28.88,111.74,35.42
25.25,95.76,79.09
10.81,90.57,38.44
18.93,104.88,45.73
14.56,116.01,63.39
7.25,107.66,59.75
28.7,104.01,94.64
29.57,112.63,56.6
4.81,85.67,75.82
26.77,99.56,47.67
19.46,113.11,0.98
27.13,92.73,52.08
15.58,112.33,55.03
7.32,88.1,94.3
8.36,109.72,93.81
15.8,111.95,35.33
10.72,92.62,54.26
25.94,90.33,69.9
6.61,86.63,27.65
25.02,112.43,31.84
18.09,97.74,59.26
26.33,85.31,81.87
21.74,107.99,58.19
13.26,107.11,52.31
23.81,109.34,54.81
9.38,118.02,97.85
17.6,106.77,74.72
21.86,109.26,19.27
11.24,98.07,22.32
8.5,93.87,41.25
29.02,103.37,73.41
19.38,91.82,8.65
25.29,109.32,4.44
24.87,93.04,99.04
29.76,112.08,29.14
17.83,103.24,1.82
5.84,89.43,25.96
8,102.99,38.88
6.9,102.84,26.53
19,106.14,37.17
16.23,91.9,76.81
19.65,109.66,15.69
25.53,101.56,21.12
9.22,93.41,28.69
6.77,114.14,22.34
18.3,88.6,68.39
23.2,110.18,17.86
9.87,98.95,73.11
19.14,110.65,81.37
5.59,102.19,54.65
22.51,106.45,76.28
17.02,89.63,59.46
7.29,108.39,48.5
4.43,104.75,95.7
4.58,115.66,68.38
25.76,105.62,72.28
13.66,90.97,94.21
12.12,119.92,83.61
12.79,109.26,62.81
12.06,117.6,75.83
10.35,111.14,32.23
17.87,109.08,10.69
24.56,106.44,27.85
21.61,105.27,14.15
25.34,109.13,10.05
22.71,92.58,99.88
25.53,97.43,54.97
3.47,88.12,17.25
10.18,93.45,74.97
19.03,107.45,40.7
24.51,109.83,19.5
7.54,100.45,65.38
26.52,116.49,98.59
5.14,91.17,77.04
18.23,92.92,17.85
24.67,86.52,59.98
17.44,110.88,84.95
12.38,100.11,11.78
23.82,96.02,26.92
22.43,111.8,92.8
22.45,108.01,29.08
21.81,105.82,70.37
23.54,115.96,10.21
5.1,113.66,87.24
9.59,98.14,29.69
26.3,114.2,51.26
11.7,102.33,44.24
26,98.18,49.81
26.18,105.5,49.27
22.63,105.25,86.64
12.03,107.52,95.15
17.16,108.47,16.5
10.84,89.22,50.04
25.23,89.84,59.52
19.04,118.46,45.34
3.53,112.55,30.56
19.18,86.18,17.41
15.79,89.3,19.42
27.09,111.71,28.53
14.96,99.09,68.16
15.27,92.77,23.13
16.21,100.08,24.46
21.5,107.08,48.14
13.45,92.83,19.63
22.58,116.58,91.51
3.24,99.57,93.35
19.69,92.59,56.69
19.24,105.22,64.72
11.22,111.78,0.64
25.05,99.43,24.41
14.25,91.12,97.17
22.87,118.45,90.89
22.79,100.49,63.21
28.05,93.33,29.8
22.13,114.99,10.31
4.3,104.85,17.25
25.85,101.82,42.97
8.51,100.37,17.2
11.66,110.6,37
15.45,89.74,37.98
20.57,103.04,37.83
3.88,112.34,83.04
20.04,110.38,56.06
24.3,88.84,28.86
12.93,109.74,88.71
4.99,87.39,12.79
28.82,102.86,60.13
19.45,117.9,61.09
28.43,89.92,62.25
18.69,107.31,53.59
17.32,117.74,91.62
14.31,92.1,29.49
3.58,97.69,89.92
20.61,111.43,27.29
19.68,100.02,40.17
26.68,85.24,28.38
11.14,104.55,9.08
11.14,105.99,61.77
18.43,97.27,67.12
9.61,109.64,5.79
7.11,101.47,98.3
14.1,106.2,11.32
27.43,115.15,43.79
18.15,88.75,89.59
25.62,106.59,40.41
10.4,111.97,13.37
8.94,111.22,46.66
20.54,117.7,77.44
28.35,91.23,86.64
14.81,100.31,69.89
14.2,104.33,50.27
8.56,100.65,64.26
5.44,98.25,99.37
13.79,88.69,20.39
25.79,104.01,97.64
16.15,107.87,71.88
21.56,91.73,51.66
16.04,110.07,91.32
20.83,116.43,96.46
5.15,116.43,6.66
7.92,112.03,66.49
10.31,110.81,35.68
27.55,113.53,32.22
28.36,92.07,58.66
5.86,94.8,35.77
7.83,95.5,87.85
26.13,103.47,22.34
6,96.54,72.75
23.58,109.95,97.18
27.9,116.37,1.52
26.15,100.46,64.97
8.55,105.36,60.56
22.12,110.95,24.7
29.5,114.38,98.45
9.82,99.42,6.45
8.78,117.69,64.1
9.42,103.76,69.34
16.13,104.32,70.59
6.81,91.9,10.21
20.53,105.53,13.91
23.2,117.76,6.24
9.26,107.43,2.01
4.92,93.59,78.49
9.7,99.98,99.1
8.49,109.42,65.95
10.63,85.64,25.58
3.37,106.75,23.49
3.04,100.13,34.9
21.36,90.06,36.51
7.09,94.86,34.93
4.08,113.04,84.25
29.08,110.49,41.51
7.45,99.81,76.1
15.68,114.15,40.88
26.85,91.95,5.63
15.71,112.84,97.7
5.47,85.12,63.62
20.71,113.87,6.08
21.05,92.84,5.01
6.22,104.01,24.46
9.39,113.53,89.12
6.83,87.38,31.13
22.6,100.41,33.04
29.51,85.18,10.54
3.1,99.74,95.02
25.16,118.06,39.76
12.56,89.76,10.02
10.47,90.34,14.73
16.17,85.15,16.16
14.76,102.13,36.3
10.42,116.4,63.79
20.54,102.85,28.61
11.31,105.62,32.91
25.7,119.28,90.22
12.06,103.43,35.85
25.17,97.48,54.27
3.32,103.49,21.58
15.93,92.25,93.86
6.34,116.83,77.85
24.33,117.07,40.3
25.74,90.39,23.66
9.22,112.21,13.95
21.11,93.08,56.42
12.54,114.09,32.42
12.99,88.1,10.23
7.32,109.21,41.73
3.58,116.85,72.08
8.78,92.77,95.97
4.46,92.61,83.03
29.91,118.83,37.74
29.99,105.12,64.63
22.47,118.27,92.77
21.92,113.6,16.37
29.74,106.01,27.76
28.66,90.67,83.7
19.31,113.14,20.11
19.1,98.46,2.01
20.08,102.6,98.25
23.5,113.52,53.05
12.45,110.93,46.21
4.33,118.68,67.63
3.64,101.52,94.88
21.13,87.12,51.07
13.18,118.47,53.26
16.13,86.29,68.96
16.23,92.28,51.66
10.87,115.93,6.73
21.39,95.15,82.59
15.04,90.77,7.84
24.19,100.94,12.4
7.95,116.08,24.46
7.01,85.4,38.04
27.25,116.37,58.36
29.38,111.75,63.74
3.78,108.72,89.42
11.44,106.17,25.35
11.39,93.79,60.24
17.9,103.54,15.85
10.08,98.79,29.49
8.46,99.91,18.95
20.33,115.8,45.36
9.01,110.71,25.26
8.95,87.34,64.54
16.9,99.04,34.11
16.89,86.61,28.07
8.48,98.39,51.91
11.64,116.36,90.84
25.34,116.61,27.26
6.23,105.23,60.06
23.79,108.96,33.49
18.43,106.36,30.84
12.57,111.9,37.43
24.66,106.16,75.27
24,107.91,34.35
6.44,86.19,75.6
29.91,111.14,2.97
10.63,94.72,9.7
23.65,99.68,13.86
25.66,89.89,10.46
5.27,111.42,14.32
8.49,117.2,59.87
23.2,110,98.94
24.64,109.8,70.82
14.57,113.31,12.04
25.47,109.87,23.35
8.65,86.36,37.69
16.93,100.28,26.9
7.04,87.43,46.33
23.54,119.13,39.01
10.6,116.27,74.48
22.53,118.97,62.44
20.13,102.22,93.33
29.68,103.48,90.43
9.29,102.82,74.71
17.28,105.89,98.14
3.69,119.63,37.25
9.35,92.7,51.34
13.43,115.36,47.97
21.68,111.74,96.67
26.44,115.38,63.51
14.36,101.55,54.83
7.3,87.87,2.26
6.85,117.63,77.72
12.14,98.55,6.88
29.73,101.69,57.26
29.67,92.87,43.27
12.04,95.39,15.24
6.92,97.16,6.01
26.27,105.9,29.25
6.26,100.36,89.51
5.62,105.96,81.03
13.13,91.14,45.19
25.94,96.95,28.38
19.13,114.38,55.22
27.89,105.29,1.07
21.35,108.7,31.39
7.46,93.16,29.84
21.94,105.21,92.53
8.47,108.18,27.53
10.46,107.02,0.28
10.41,108.56,76.35
4.43,85.52,0.22
10.91,119.42,63.44
21.66,102.27,71.21
4.56,101.12,64.28
8.62,89.95,62.93
5.89,90.34,74.63
5.94,100.26,35.05
18.07,85.39,8.72
14.18,104.71,45.61
4.36,98.42,16.64
14.02,118.38,29.38
8.6,114.3,99.36
20.54,93.29,52.64
27.57,99.45,66.65
20.58,104.17,30.9
3.83,104.39,87.12
14.98,118.19,81.11
29.53,112.94,23.24
29.12,97.94,16.78
10.42,85.89,44.16
26.09,104.23,98.75
12.48,85.44,34.53
14.66,111.53,73.42
29.04,106.2,47.22
7.92,86.81,96.69
13.74,94.66,66.66
10,91.92,94.09
11.22,97.02,70.46
29.6,110.68,7.23
15.64,108.51,52.39
5.42,96.79,34.91
29.46,96.84,2.86
5.52,118.81,32.94
18.61,114.42,29.34
22.57,115.98,24.94
20.8,114.62,39.42
17.26,113.34,59.41
18.45,113.6,66.4
29.7,119.35,72.31
28.77,89.38,83.37
22.5,112.06,39.24
19.04,119.36,49.75
14.4,112.65,57.85
27.11,118.92,70.93
13.35,97.3,58.46
24.69,115.08,72.57
23.07,86.33,40.09
14.08,92.79,80.3
21.29,96.78,21.48
19.14,90.96,96.16
8.94,91.75,14.51
17.85,116.65,99.2
27.32,116.95,24.05
24.72,105.98,30.13
23.53,119.52,90.01
16.44,106.25,67.32
9.92,110.42,17.85
21.56,85.47,1.05
8.64,87.22,67.17
16,91.41,2.35
17.48,109.92,68.05
17.95,109.8,8.59
27.36,118.87,94.69
8.1,112.32,77.49
24.93,88.83,17.77
13.37,104.16,22.78
12.39,110.16,64.14
22.67,108.89,84.41
9.97,115.26,29.18
12.79,112.3,3.96
5.67,118.36,89.38
19.35,91.13,36.48
10.98,99.65,12.03
28.07,116.23,90.51
25.4,104,29.39
6.37,88.94,15
8.31,87.95,56.25
7.97,96.39,31.98
28.97,89.43,35.64
17.46,111.22,93.31
3.29,111.62,58.4
4.63,116.4,40.35
16.66,86.82,86.36
12.13,98.15,94.36
16.19,112.76,26.61
11.43,107.75,88.5
19.37,95.2,62.21
23.18,93.4,16.72
19.54,109.23,60.66
24.61,114.8,71.46
14.36,94.44,69.33
23.52,112.28,40.59
21.92,94.59,58.16
15.41,117.57,43.82
27.01,114.96,48.53
17.71,86.65,28.54
21.22,102.22,74.8
24.02,105.22,94.95
21.1,115,97.58
7.79,106.01,89.69
22.16,112.15,14.07
23.63,94.76,49.31
16.88,111.15,89.87
11.27,119,52.66
4.13,102.71,4.78
11.95,99.91,33.29
19.49,107.84,87.29
3.97,96.36,30.01
28.78,114.94,15.28
13.49,108.59,56.5
16.48,107.96,44.72
3.2,105.96,19.81
27.77,94.23,84.89
20.94,105.11,93.17
8.57,117.71,95.21
